train_lr,train_loss,train_loss_vfl,train_loss_bbox,train_loss_giou,train_loss_vfl_aux_0,train_loss_bbox_aux_0,train_loss_giou_aux_0,train_loss_vfl_aux_1,train_loss_bbox_aux_1,train_loss_giou_aux_1,train_loss_vfl_aux_2,train_loss_bbox_aux_2,train_loss_giou_aux_2,train_loss_vfl_aux_3,train_loss_bbox_aux_3,train_loss_giou_aux_3,train_loss_vfl_aux_4,train_loss_bbox_aux_4,train_loss_giou_aux_4,train_loss_vfl_aux_5,train_loss_bbox_aux_5,train_loss_giou_aux_5,train_loss_vfl_dn_0,train_loss_bbox_dn_0,train_loss_giou_dn_0,train_loss_vfl_dn_1,train_loss_bbox_dn_1,train_loss_giou_dn_1,train_loss_vfl_dn_2,train_loss_bbox_dn_2,train_loss_giou_dn_2,train_loss_vfl_dn_3,train_loss_bbox_dn_3,train_loss_giou_dn_3,train_loss_vfl_dn_4,train_loss_bbox_dn_4,train_loss_giou_dn_4,train_loss_vfl_dn_5,train_loss_bbox_dn_5,train_loss_giou_dn_5,epoch,n_parameters,mAP@[0.50:0.95],mAP@0.50,mAP@0.75,mAP small,mAP medium,mAP large,AR@1,AR@10,AR@100,AR small,AR medium,AR large
1.0000000000000677e-05,14.184322827826955,0.4205861466704611,0.04678032350600033,0.6469938094651914,0.5835991699284924,0.04900780929464951,0.6778849585836473,0.5243911753922176,0.047112196382991564,0.6614588655719551,0.44659382637396144,0.04735464538680611,0.6505646808393015,0.42623627407544734,0.046287998333644706,0.6426988039912581,0.42354279761332686,0.04628726344566271,0.6479650569883602,0.5519869600765694,0.06843595274202513,0.8192665309516438,0.48980431363945837,0.0422173947956239,0.6005963251129779,0.4351445480146404,0.031718081771150805,0.5102556974716003,0.4158841006192554,0.029755431587623955,0.48394903033077613,0.4111093766034614,0.02943365179220179,0.48203396629366213,0.4077297123122291,0.02919547727248211,0.47708915596031765,0.4072707948960943,0.02950395200527727,0.4814795139728943,0,42704625,0.4267178039032926,0.7723477544537491,0.4339546626984297,0.05368119933118264,0.43158583284289465,0.5500550042004619,0.22830949158405173,0.5310349292629921,0.5452546040154744,0.1652903503672101,0.5671521662212269,0.7060971632225763
1.0000000000000677e-05,12.872432003869385,0.38668700823434515,0.03696495438629745,0.5847214199415529,0.4935247501189227,0.03925732760147658,0.6127781955342688,0.49501836558017515,0.03788963242216975,0.5959952638649636,0.42307050334347274,0.037695866582531906,0.5812754543309808,0.3901105789176493,0.03763217403553576,0.5818175837107898,0.3811804085941212,0.03717270628239402,0.584367036365411,0.47122392813287156,0.048600196703230625,0.7064557576715046,0.4336350727776666,0.03742426010753496,0.5553694681288726,0.3915185958015414,0.027788769529025214,0.46082438506333645,0.3760438212030158,0.026059641576410195,0.4357970699161643,0.3757743514601734,0.025781536827113063,0.433058230339803,0.3769570464961172,0.025943593543183468,0.4361077256441647,0.3771586247132454,0.025575310908277707,0.43943313522810407,1,42704625,0.46074779195986487,0.7895935748258913,0.46103803367113855,0.0869487263791192,0.46273986447995497,0.553226899882925,0.2360137986186182,0.5581796166117468,0.5689245735007855,0.1613832031633751,0.5866283638989027,0.6985320605305526
1.0000000000000677e-05,11.994650950719315,0.3696704663735854,0.03464428822571449,0.542020245295134,0.4541011557468835,0.03595670007007282,0.5733332454626993,0.4371935298879361,0.035328811315845574,0.5566132795275298,0.39052474072333127,0.03520123618211514,0.5465638579692937,0.37297949935460023,0.03518626365951488,0.5384427282135915,0.3670822564184306,0.03479403393797457,0.5468581445425371,0.45287244312804625,0.045345305733784445,0.6714734380215291,0.42604336619439637,0.035141426895319634,0.5239678183049132,0.37992931662126767,0.026147039837388288,0.4304414449203144,0.3641936595093666,0.024447261783451947,0.40906587551939405,0.3620744223386434,0.024094031927004825,0.4050296898771975,0.36093932719080873,0.0239429250515895,0.4037506051666351,0.36171272163487406,0.024281411978135607,0.4030796317257792,2,42704625,0.4591262169050365,0.8019426937464379,0.46398160240519454,0.08100319408554686,0.46739586905577385,0.5680423846128065,0.23701444728111273,0.5492497598273562,0.5624935328719344,0.16349536934894637,0.5832800049962201,0.7052482814412123
1.0000000000000677e-05,11.67390318702248,0.3635922105422863,0.03226335933834186,0.5134453104593895,0.4397506542919644,0.0339763056347704,0.5399636349838595,0.4147904007082309,0.03341186884760957,0.5255024740883069,0.38601178322921226,0.03311422854606001,0.5226745232289497,0.3704347009614052,0.032789804087478745,0.5195850979633828,0.3663860092909695,0.03251501198361587,0.5143648202134838,0.4513516871881152,0.043306870024265275,0.6529435825878023,0.4151757097642714,0.034071944053015224,0.4999307470935132,0.3725105665671238,0.025250494269591552,0.4153557643592513,0.3628464214884864,0.023253974146908735,0.38900535562997246,0.3537533754611625,0.022783076157600033,0.38717437356526824,0.35971839482716716,0.023029734873632572,0.38760603270133187,0.35750738666007653,0.023017192185931557,0.385544155187922,3,42704625,0.45352163577655524,0.7889698043888916,0.45908051284630363,0.0729453694074705,0.46562595022099723,0.5642535802164301,0.24012344555811052,0.5508026624843394,0.5712690179719695,0.14526305892665153,0.5808427431437242,0.7111018433425043
1.0000000000000677e-05,11.304993376593552,0.35205966139400013,0.03085586223255361,0.504840072506971,0.43221762878034437,0.032873423095387905,0.526322160761883,0.38845274716975525,0.031956139337888725,0.5109769310194475,0.36140307842169067,0.03143817536318655,0.5000132266136172,0.3562359466397689,0.031008784455838687,0.5012099133771715,0.3570704553078087,0.03090530144367563,0.5014472180045618,0.4419918046691066,0.042006305877794504,0.6350399145879845,0.4117997255556707,0.032313021410321024,0.49309194465223544,0.3653165871175537,0.0238224269941234,0.3973196910856842,0.3517413140728869,0.022113290827672747,0.37884366875555353,0.35111731336515273,0.021772758121947407,0.36964858697416997,0.3478283019524893,0.02199887772871568,0.3719050005256899,0.3512713255897104,0.021728821937598255,0.37684218664614455,4,42704625,0.45190509427891024,0.7935178317216528,0.4601764625146646,0.07167877570385903,0.46628688440035476,0.5536028459222312,0.2396857803517224,0.5507838447998683,0.5782254505031627,0.13083375597348199,0.5904261294455694,0.7147364912790173
1.0000000000000677e-05,11.132793290817476,0.3483426318045026,0.029994554333491845,0.48662545163943133,0.42219256856012505,0.032082240776440625,0.5122166451757287,0.37513676376038924,0.03117284723077626,0.5014341902224477,0.3572053400309228,0.030234196408169073,0.4895594053050653,0.35233185774281806,0.03029116034084826,0.48999651468393696,0.3503386955099265,0.02989354241604104,0.486585249553275,0.4348136590402139,0.04108239530603783,0.6317520923614994,0.40807555857928957,0.03140389525986964,0.48317683256801686,0.35991525601964974,0.023153671284727673,0.38432997559186033,0.35083185314774473,0.021402607836630085,0.3663720853154858,0.34552468629283445,0.020956512007078907,0.3586673769309898,0.34669660247398215,0.021035470631961428,0.36485520620526624,0.35014466512183756,0.021347868872528045,0.36287381189680157,5,42704625,0.4603376499374385,0.7929622184756644,0.46389529883165037,0.06971181725898443,0.467613023389158,0.5627310647731061,0.23563862628618015,0.5523480841748607,0.5662717802661378,0.1396986719218782,0.5876299485805931,0.7028550924992613
1.0000000000000677e-05,10.978053681404086,0.3503859717989654,0.029185134306964382,0.47867225259227886,0.41822290192786227,0.030981746001627418,0.49917276779395575,0.3743867680356015,0.029781285998875962,0.48196780851949567,0.3565685063031152,0.029268893998898853,0.481682077440524,0.34650953223733905,0.029233016980555124,0.47725174260958203,0.3500551792065954,0.029040549454003264,0.4718041694982089,0.43324947226318206,0.0397367539578058,0.6240941022812933,0.39919536871230826,0.030795138941806566,0.4654090068987102,0.3543427505245683,0.02238389676088712,0.3817394623144054,0.3481788411472008,0.021087890116397442,0.3561805191780242,0.343655991967372,0.02055755848068125,0.3538850982411336,0.33975149178439323,0.020549298736974832,0.35715241008037474,0.3407875930135443,0.020672716009242673,0.3574652461244605,6,42704625,0.45966781986769845,0.7826541720931084,0.4636350038784721,0.06980917258503885,0.45883353834817653,0.5527816969339889,0.23806547053586963,0.5480038318048173,0.5715639522921426,0.13767661455573071,0.5912957270183429,0.7051475694884319
1.0000000000000677e-05,10.765909493098935,0.34470740806442823,0.027987232882429144,0.4639791804664169,0.4214068757674013,0.03000303290469517,0.49418426628248746,0.37650493344049213,0.028891711084491116,0.4733053009400946,0.3544502318307842,0.028469523465390802,0.47187649572755724,0.3478047385744434,0.02813209881477849,0.4651193746511538,0.3452963059554124,0.028413963205803437,0.4691625638762358,0.43309283276660393,0.03915738342721456,0.6066334410336647,0.3961936462918497,0.02998252086468649,0.4578390426827858,0.34987192248762117,0.02176771718378103,0.36810555211978285,0.3457491107048741,0.020145371404332684,0.3514330983254834,0.33908736572545156,0.020113586267267895,0.345245880312787,0.342301844016634,0.02016450451052269,0.3515656719898519,0.3415607117420058,0.019879849610026805,0.3473599943389863,7,42704625,0.4528100225080826,0.7868684997407879,0.45999748891443265,0.068231814044171,0.4671440692327354,0.5508773346251697,0.23337167174744083,0.549783444812377,0.5659291212033627,0.13814474395329648,0.5834121703653494,0.7015666411704619
1.0000000000000677e-05,10.535943561507947,0.3457359146887295,0.02726146025105001,0.458543874750972,0.42271599370805807,0.0293122413836391,0.4829492501467077,0.3774993352185821,0.02826451796779165,0.47033314983559765,0.35480312073626596,0.027432849329023803,0.4576562908500071,0.34829340322416724,0.027161772803521805,0.4555375117529775,0.34514174395148467,0.027247095550474124,0.45943723739169307,0.4259732086151827,0.03757056664035461,0.6002498176151981,0.4003801190274799,0.029210222774713697,0.4537497371718624,0.35215571954151986,0.021060826220524936,0.36466769761566764,0.3401651426530832,0.019665394197381593,0.3460947218457782,0.3357467189187428,0.019610111391495284,0.3388554957616652,0.3401831658430814,0.01947854127534824,0.3440448656612725,0.336138899914852,0.019546615548612152,0.34278483899512024,8,42704625,0.46062855731116176,0.7847941108193528,0.463541305746227,0.07146543000672652,0.466520908780369,0.5488709220839879,0.23636059974285145,0.5521209697895061,0.5727288861510588,0.13432586654842807,0.582612046701094,0.704623597941344
1.0000000000000677e-05,10.503029231844483,0.34430410437441666,0.02638918058322296,0.4516039695072264,0.40996925138696216,0.028342070529012962,0.47076247903688423,0.36868688000088085,0.02745121876670177,0.45966772133130857,0.34688072819042637,0.02697697403641985,0.4464167896067564,0.3414746228504876,0.026640206871236215,0.4483865750388348,0.343358259994492,0.026386457285645867,0.44982058397170427,0.42360885765874334,0.03710538747207591,0.585112970229234,0.39673115000800385,0.028652528267265217,0.44753637302038785,0.34245744849289217,0.020620790646112396,0.3549764225444356,0.33818999369856273,0.019453905886752002,0.3379752855222789,0.33596698927457624,0.018951537697755642,0.33551527852994645,0.3377486803405763,0.019221315143868378,0.3350763340970034,0.33242123118345007,0.019091824502298876,0.3369210715251531,9,42704625,0.46012318212898684,0.7787430130566626,0.46346628860021527,0.07353029423963735,0.467838226098073,0.5517229674773765,0.23502754700267056,0.549130425942509,0.5696886798359145,0.14071912823022548,0.5746432314674284,0.6978830197013289
