train_lr,train_loss,train_loss_vfl,train_loss_bbox,train_loss_giou,train_loss_vfl_aux_0,train_loss_bbox_aux_0,train_loss_giou_aux_0,train_loss_vfl_aux_1,train_loss_bbox_aux_1,train_loss_giou_aux_1,train_loss_vfl_aux_2,train_loss_bbox_aux_2,train_loss_giou_aux_2,train_loss_vfl_aux_3,train_loss_bbox_aux_3,train_loss_giou_aux_3,train_loss_vfl_aux_4,train_loss_bbox_aux_4,train_loss_giou_aux_4,train_loss_vfl_aux_5,train_loss_bbox_aux_5,train_loss_giou_aux_5,train_loss_vfl_dn_0,train_loss_bbox_dn_0,train_loss_giou_dn_0,train_loss_vfl_dn_1,train_loss_bbox_dn_1,train_loss_giou_dn_1,train_loss_vfl_dn_2,train_loss_bbox_dn_2,train_loss_giou_dn_2,train_loss_vfl_dn_3,train_loss_bbox_dn_3,train_loss_giou_dn_3,train_loss_vfl_dn_4,train_loss_bbox_dn_4,train_loss_giou_dn_4,train_loss_vfl_dn_5,train_loss_bbox_dn_5,train_loss_giou_dn_5,test_coco_eval_bbox,epoch,n_parameters
1.0000000000000677e-05,13.692508899523272,0.40174922980484734,0.0446686864171153,0.6211519734707024,0.56554542763045,0.04745082113068995,0.6463003072187241,0.505885879669889,0.04495320104961191,0.6347498253550861,0.42822119399631203,0.045853366158159756,0.623449302368614,0.40768010639238883,0.04485546295145281,0.6203601281167995,0.40416722581591713,0.04479901550831963,0.6194972321840839,0.5318282200806922,0.06623227801069821,0.7810620240935431,0.47202862281807845,0.040352902444911944,0.5803554659917961,0.41593727177617373,0.03048909632828467,0.4873587430296343,0.4001850234417475,0.028441356097758417,0.46136058545834846,0.3948718213659257,0.028229108633689638,0.45981538294413304,0.39218570865988867,0.028238119940397766,0.4613592214607537,0.3896178282162713,0.028278905195624416,0.46294282599967146,"[0.44870973900180944, 0.8040567151133999, 0.44984913198556, 0.05562000646226513, 0.4467978260335354, 0.5778919967544439, 0.23814120188733215, 0.5532184698597739, 0.5712800065918432, 0.17371624465724475, 0.5856939813971482, 0.7315974034609358]",0,42704625
1.0000000000000677e-05,12.319872955494537,0.36892529112459055,0.03579077657175569,0.5602453213102621,0.4724645631347437,0.03740485619025698,0.585010614137028,0.47308598696292714,0.03616599665557861,0.5683672854811346,0.40550534819266737,0.03649749420770637,0.5615550717857362,0.3737554161001739,0.03591302732868121,0.5578970056224557,0.3690600828312399,0.035819857189522984,0.559108359852867,0.4566681789950106,0.04633180705279532,0.6831749697013267,0.4207884131223063,0.03600070930300324,0.5363651278659638,0.37632452930589666,0.026880041219955346,0.4458372938021328,0.36441525462461005,0.024966014598273682,0.41969291514034324,0.3605453546664711,0.024710567254367394,0.4167142163120125,0.3600603807746711,0.02472605333714951,0.418085438764631,0.3605026252785972,0.024768391154996305,0.4197423011730801,"[0.47541714089233933, 0.8244071784664007, 0.4798337515271942, 0.09019823107036076, 0.48538884107035796, 0.581773923874299, 0.2455955735268696, 0.5774362778869315, 0.589926236613734, 0.16644977446635442, 0.6094978025996106, 0.7335092685907341]",1,42704625
1.0000000000000677e-05,11.603722247399395,0.3528205352509925,0.033454004138176764,0.5237775015405912,0.44080320641601645,0.03475658943626356,0.547181653744578,0.4196915744189419,0.033920526504100185,0.5305654583942323,0.37194609540755547,0.03374127092549072,0.5250131689060356,0.35599678819101715,0.03356199296682293,0.5215859774099536,0.3527661385503946,0.033483522930826924,0.5226654734903071,0.43869861942088606,0.04358062522913515,0.6502330848302134,0.4076021420004222,0.033909544555260886,0.504394018434183,0.3644716393193382,0.0252336325197196,0.4160807666137878,0.35335565136698516,0.02350353161524752,0.39137569934349586,0.3498514755850747,0.023194884294641917,0.38704020652079674,0.3494602340414517,0.02320585411255182,0.38813902922399407,0.3498810154864539,0.02324140147927948,0.38953772807198567,"[0.477843688233802, 0.8297263200992225, 0.48146242267675166, 0.08475526729355434, 0.4843075757886637, 0.5929203097301111, 0.24868504816029363, 0.5751146294401501, 0.5885082582445372, 0.16995731287555965, 0.601815517929628, 0.731999673598365]",2,42704625
1.0000000000000677e-05,11.206093657451163,0.34983413164284627,0.03130709427570653,0.4984069653080263,0.42609174955672074,0.03297607771733311,0.5223079342191022,0.39799740798596484,0.032003017833255265,0.5058545781619699,0.3701992772108166,0.03156112998402508,0.4991828072045757,0.3539467409482984,0.03138852582212971,0.49631414459025114,0.34997243030596814,0.03131394217524943,0.4971388182916179,0.43015748233422585,0.04181485271808814,0.6273182666384345,0.4003021470750975,0.0325984317688998,0.48480617637911977,0.35679709898021006,0.024136710292981384,0.3980131090326968,0.3470430848230965,0.022483388433891263,0.3743379935272423,0.34328455134323455,0.02211440229743033,0.3695283084907922,0.34293384181754905,0.02212388460600793,0.3707242340828891,0.343357418101425,0.02216312957841386,0.37225832855597507,"[0.4746410504692193, 0.8202597872752848, 0.48165148726512697, 0.0762958354218773, 0.4834085768258855, 0.582223512517221, 0.24769990987019533, 0.5761941750216679, 0.5952330194919926, 0.15016368674098632, 0.6092124979522444, 0.7405330773057083]",3,42704625
1.0000000000000677e-05,10.88428935699753,0.34021095728983475,0.02994365502596934,0.48408073038295857,0.41465800370635425,0.03159671066141078,0.508789503961475,0.37272104556971475,0.030725943880301847,0.4920105719553686,0.3506094751083795,0.030279119456344712,0.4852063052277956,0.34202929787219516,0.0300969956596789,0.4817838578909909,0.3402241341371598,0.029920419085318613,0.4830338255223907,0.42281293429279393,0.040011734904281226,0.6162624374688298,0.39380002781339013,0.03101400108377079,0.4708843195788844,0.3496678227443384,0.02279300233917617,0.38383689760602135,0.3410518720909277,0.021304910232036265,0.3619129921488919,0.33760229010603826,0.02095310707484336,0.3572077226837343,0.33735119659522755,0.020956607328104462,0.3583531975646214,0.33776159567532327,0.020994656801406147,0.3598354797607936,"[0.4755238461949332, 0.8210234657108373, 0.48170254053324046, 0.07524474004469438, 0.4852133146031987, 0.5786863011145219, 0.24815114717566253, 0.5758816786114694, 0.5975760267187563, 0.1370556964568782, 0.6119229011546178, 0.7432546123544047]",4,42704625
1.0000000000000677e-05,10.6618325752405,0.33634220952825633,0.0288025517041218,0.4702854506120089,0.4097230769052565,0.030673017804884628,0.4955673822281533,0.3616439785842471,0.02982152712429573,0.4786067507476474,0.3441157095682267,0.02928381466564718,0.47187182006421785,0.33766532426322304,0.028852753851312054,0.46808482983882277,0.33624780267017307,0.028751142749222646,0.46931075868245714,0.4203904213360058,0.039422598882939974,0.6054068123257562,0.3908361212375205,0.030407866764344774,0.4602368729255249,0.3451668516937423,0.022167967441692703,0.37306407999464686,0.33679356147665696,0.02068894963629049,0.3525667652710956,0.3334237178872955,0.020332212087763035,0.34787343359489237,0.33329396518836374,0.020341307659904755,0.3490498620419595,0.333757024715604,0.020380356342180075,0.35058190302309933,"[0.47625916891465553, 0.8175147654782975, 0.48253055229419434, 0.072607182246672, 0.48443584628493996, 0.5811215585932393, 0.2475257823222571, 0.5745871718588801, 0.5960292500849959, 0.14583283665213287, 0.6130320611496053, 0.7383355417325516]",5,42704625
1.0000000000000677e-05,10.474039941673015,0.33412087195849166,0.028097588053606525,0.45787848675448223,0.4055123994201455,0.029603073822753744,0.4825580210666275,0.36089025202971187,0.028797818131898103,0.46652135378544746,0.3421157827726179,0.0284136291716157,0.4598275296025273,0.3353838372351791,0.028089862983118306,0.4558490400356439,0.3340271582259392,0.028018627091101252,0.45674311551049923,0.4145963876580009,0.03835646265344401,0.5944321937184458,0.3870802485060697,0.029604420846666687,0.4510219895497228,0.3413309844520144,0.021494758830495512,0.3642536417705859,0.33326707277992496,0.02012093237653481,0.3441433633283937,0.32997811227710405,0.019776236029475487,0.3394933302824113,0.32979520343838725,0.01979033348781219,0.3407086083886609,0.3302702311732053,0.019828172127734772,0.3422488052753589,"[0.4755601211483261, 0.8194179366432279, 0.48177855862656094, 0.07339151968407727, 0.48165953095644176, 0.579669825847382, 0.24575748494015656, 0.5733787523691114, 0.5942680490508864, 0.14202842017905076, 0.6105413802548534, 0.7377105668137143]",6,42704625
1.0000000000000677e-05,10.337744629678912,0.33269320470013397,0.02710217968830387,0.4484908527211804,0.4043461981033975,0.028807642026609712,0.4750763878589398,0.3614846892486662,0.027908190558090882,0.4570202470865128,0.34245088355681946,0.027442932269031467,0.4499853757881969,0.33412514398115584,0.027104528562123947,0.44628304621196824,0.3325654134577402,0.027096273047941564,0.44734803272718127,0.4124842740806882,0.03729282345301302,0.5856908320407859,0.3839908619801683,0.02871650532712519,0.4424426864350426,0.3383708751470803,0.02079662649477725,0.35678843840900054,0.3305105422830624,0.019529550554192913,0.33805774998943355,0.32723532417876966,0.01921303548981083,0.3338526707636465,0.32717797210452115,0.019228482723761604,0.3351858097909149,0.32767714015021837,0.0192704935073636,0.3369007314158291,"[0.47481031901766063, 0.8155408016855747, 0.48145030024007207, 0.07153050971264165, 0.4818880863183847, 0.5744345606675809, 0.2440534636459671, 0.5718423407058696, 0.5926616829473516, 0.1446824906874294, 0.6085115025356581, 0.7360017319871794]",7,42704625
1.0000000000000677e-05,10.223339060129481,0.33113463734343845,0.02628466783390415,0.44121634914534963,0.4065549890620048,0.02813452532589469,0.4675041678755736,0.36534589275521184,0.02710968674040403,0.4485449232835645,0.34296162451290324,0.026473157984185227,0.44232534355507475,0.33284396685205153,0.026322932956374227,0.4390699717170596,0.3309325561270521,0.026295797306175615,0.43978276856122017,0.4103988474453559,0.03643415789120941,0.5774480669544549,0.3817720321462428,0.02810483095884696,0.43602205123006965,0.33573147174151663,0.020270396950001948,0.3506280397248833,0.32783291684936255,0.018999612028195226,0.33215786325446506,0.32462631841913686,0.018711109586637204,0.32809004721767066,0.32453269922717315,0.018731788913670427,0.3293084082968838,0.32504269100597394,0.018771585153668564,0.33088614591417126,"[0.47519089596144753, 0.8180519917658555, 0.4825120888526692, 0.07389673310852546, 0.482689602503429, 0.575491208229018, 0.2439526576052407, 0.5724461492145496, 0.5908212854987605, 0.14107719895708254, 0.6062166156040125, 0.7354216385733087]",8,42704625
1.0000000000000677e-05,10.037586716392443,0.328262699911612,0.025494612390065112,0.4314438405950784,0.3962452372208341,0.027313765636009176,0.455796470766083,0.35302194017186517,0.02624940662296052,0.4378363341426199,0.3348310646456732,0.02574776196567079,0.4315647008320162,0.329073783867236,0.025466748142459635,0.4294986038693853,0.32816243585113336,0.025516618620133723,0.4299471956949865,0.40662323378014825,0.03568839698716775,0.5655795373347363,0.378408448370463,0.02757566106494657,0.4270567284343548,0.3323251979844884,0.019861568110582116,0.34292193340450333,0.3249864021177503,0.018674920073098452,0.3252942735267224,0.3221049190513671,0.018397807930974074,0.3216131553886695,0.32209370612911586,0.018420743823560317,0.3229034816841671,0.32261961767158065,0.018459589252543648,0.32450417405389553,"[0.47551073576330144, 0.8196970036807832, 0.4810685871314314, 0.07586422499485299, 0.4838300113966723, 0.5768633687813006, 0.2440128436416516, 0.5709267506286761, 0.5876491904558904, 0.14615940252239748, 0.6034336125953528, 0.7313837427364657]",9,42704625
